time,queue_length,delay_time,speed
0,0,0,60
4,0,0,58.933194077663
8,0,0,60.1757798160322
12,0,0,54.7743953354288
16,0.175,0.05,46.9220612687623
20,1.85,0.05,42.3260822028893
24,1.325,0.858333333333333,39.5945203293469
28,5.35,1.23333333333333,41.0348127577468
32,10.125,1.13333333333333,36.2214253580107
36,13.175,1.35,35.1286429012132
40,16.075,1.4,31.1626595703904
44,21.95,1.4,29.9444705405772
48,26.55,0.808333333333333,25.0386542140726
52,33.45,7.275,20.6084154408565
56,33.475,5.71666666666667,21.4179110911503
60,30.375,5.75,26.2610853178534
64,29.175,5.44166666666667,30.0539874808612
68,30.225,9.65,31.4227908261132
72,32.725,8.81666666666667,30.4214911121404
76,31.475,8.525,30.0014460486489
80,29.85,7.00833333333333,29.3655354093685
84,33.925,15.0916666666667,28.2909503382121
88,37.125,14.2083333333333,28.2392777541991
92,35.575,11.3333333333333,32.1825103401409
96,37.25,9.98333333333333,33.6235635569757
100,29.225,10.125,29.9066808296582
104,32.375,10.2,23.3795295397087
108,42.9,16.4083333333333,18.0620269884968
112,45.575,15.1416666666667,16.0475345216197
116,34.925,12.7333333333333,18.7452682471325
120,36.675,11.4333333333333,24.3315821147376
124,37.2,16.5333333333333,26.1059118746294
128,37.275,17.375,26.7561664955684
132,33.275,13.9916666666667,26.1235453625783
136,37.875,13.9916666666667,21.5407860481263
140,43.55,23.5083333333333,18.742396206575
144,54.175,23.6416666666667,20.6791155187937
148,58.625,22.8833333333333,24.3716930215246
152,63.35,20.8083333333333,27.4374391276011
156,69.5,19.3416666666667,28.595873198226
160,59.45,18.65,27.9076015918682
164,44.925,17.7916666666667,24.66904356873
168,35.3,20.6916666666667,23.853309452831
172,29.925,16.9583333333333,25.3671716795322
176,35.375,16.9666666666667,21.5307795540632
180,42.425,26.9916666666667,25.9469880017562
184,42.675,26.2333333333333,25.305302901599
188,38.1,23.85,25.6883102583083
192,42.025,28.925,23.2080385764054
196,50.825,28.2916666666667,24.3976399894895
200,49.575,22.7166666666667,29.1571181588135
204,47.475,20.0166666666667,30.4731360552499
208,40.45,26.05,27.4661985191794
212,27.175,23.375,26.6700869261424
216,27.75,21.05,24.6150790650201
220,34.75,18.75,24.8212221730874
224,39.925,18.3,23.4887453470929
228,45.025,18.0333333333333,19.0806938871956
232,48.2,17.1833333333333,14.5291764508689
236,53.525,17.1833333333333,12.3894662551092
240,56.125,19.7166666666667,13.1562030348244
244,54.475,20.7583333333333,13.1849849198966
248,59.725,18.8166666666667,12.1982116935924
252,64.775,29.9333333333333,12.1936809864469
256,70.8,31.7833333333333,13.4118278056159
260,75.55,31.2333333333333,17.7593020595976
264,66.725,27.9083333333333,23.6648484417957
268,59.95,27,25.57692878428
272,46.5,33.9833333333333,25.1324870137537
276,50.625,30.9916666666667,24.7009265304143
280,62.55,30,24.2912921177252
284,58.025,30.6666666666667,19.9219099004679
288,53.55,33.3416666666667,17.1225667315411
292,57.3,35.3333333333333,19.2858862217121
296,60.2,33.2166666666667,18.8628922849954
300,61.475,32.1333333333333,22.0032294951322
304,55.475,31.3333333333333,22.7412907744675
308,35.825,31.7583333333333,22.9247114588618
312,35.2,28.725,18.8659317775854
316,43.325,28.15,19.2393036231056
320,48.5,31.225,17.4210107150436
324,50.425,36.1416666666667,19.447121424308
328,54.525,31.15,19.8754563509488
332,50.975,30.5,19.6766442885815
336,53.7,27.1166666666667,21.971642420388
340,59.4,37.075,21.0422600638679
344,64.325,35.2,23.9982202376307
348,71.825,27.6333333333333,25.9204822383126
352,63.225,17.7,26.8921670038217
356,64.55,14.1666666666667,23.4203736689458
360,74.275,12.75,21.6025677911739
364,80.575,20.9416666666667,22.9599232189264
368,35.875,24.2333333333333,28.027357359635
372,34.95,20.6,30.5141165450244
376,16.125,18.3416666666667,31.2072600930468
380,25.95,18.3333333333333,30.008043150284
384,29.025,17.2166666666667,28.6363597655442
388,33.85,19.6833333333333,20.7758160406089
392,43.225,16.55,17.3917979025196
396,48.55,13.9916666666667,13.7400253634898
400,54.1,16.5,13.2173866840927
404,56.1,23.6166666666667,14.9600883238713
408,54.425,19.8083333333333,19.834002484233
412,52.2,21.6916666666667,23.1229879954506
416,52.675,23.5916666666667,27.4721353513679
420,54.875,19.225,24.817768731192
424,62.7,19.225,19.5400569589109
428,72.675,23.25,18.8306595195918
432,76.15,22.3,19.219773596344
436,82.625,21.475,24.795317309283
440,61.225,20.8666666666667,28.8394356435849
444,20,19.3666666666667,30.5913113051733
448,14.175,18.85,32.423975400134
452,15.95,17.6,34.5826337951326
456,21.075,17.0583333333333,32.1796113070701
460,24.025,16.7583333333333,26.8988319222565
464,32.15,26.3833333333333,25.2479617465864
468,33.225,21.9416666666667,25.3508544790619
472,35.125,20.0166666666667,23.2000872290908
476,40.125,19.5333333333333,20.1176756477556
480,46.325,30.175,22.2907677519741
484,50.8,25.4833333333333,24.9102452805199
488,25.75,28.8916666666667,28.5041623790281
492,30.45,20.525,32.8382868396419
496,29.75,19.2666666666667,30.9776178466219
500,29.375,16.9666666666667,28.7958547870922
